student_id,study_hours,attendance_pct,previous_gpa,sleep_hours,extracurricular,tutoring_sessions,grade
5597,10.82,88.8,3.44,6.23,Yes,6,A
5598,4.27,60.5,2.48,9.31,No,2,C
5599,9.84,99.6,3.01,6.55,Yes,4,B
5600,8.16,80.4,3.22,8.74,Yes,5,B
5601,14.28,83.3,3.89,6.8,Yes,7,A
5602,6.62,71.3,2.46,7.79,No,2,C
5603,13.58,100.0,3.4,7.15,Yes,7,A
5604,9.45,88.8,3.29,9.0,Yes,6,A
5605,7.57,65.3,1.75,5.59,No,4,C
5606,8.19,94.9,,7.93,Yes,5,A
5607,8.28,90.1,2.6,7.9,Yes,4,B
5608,2.07,42.3,1.86,5.71,No,2,F
5609,9.36,54.2,2.9,3.5,Yes,3,C
5610,4.08,58.3,2.64,5.83,No,2,C
5611,1.35,55.3,1.0,6.1,No,2,F
5612,2.52,65.0,1.59,3.95,No,2,F
5613,9.97,72.8,3.9,8.36,Yes,6,B
5614,11.9,100.0,,5.76,Yes,7,A
5615,8.78,84.3,2.69,6.47,Yes,3,B
5616,8.66,69.5,2.37,6.75,No,3,B
5617,9.5,73.2,2.84,7.6,Yes,4,B
5618,8.91,73.3,2.6,7.89,No,5,B
5619,1.0,61.9,1.53,,No,0,F
5620,9.91,79.2,3.13,8.54,Yes,6,B
5621,3.25,57.0,1.51,,Yes,0,F
5622,3.22,40.2,1.45,7.08,Yes,1,F
5623,10.65,56.7,2.2,,No,6,C
5624,4.98,78.7,2.27,5.53,No,2,C
5625,12.64,82.4,3.63,6.09,Yes,8,A
5626,11.86,94.9,3.59,5.4,Yes,7,A
5627,5.62,71.9,2.88,9.09,No,3,C
5628,1.23,53.9,1.15,4.55,No,1,F
5629,6.48,98.0,3.39,7.62,Yes,5,A
5630,6.33,83.5,2.53,6.49,Yes,1,C
5631,6.16,79.9,2.93,4.0,No,5,B
5632,11.39,87.1,3.94,6.54,Yes,6,A
5633,13.14,87.3,3.06,7.0,Yes,6,B
5634,3.97,56.9,3.5,7.71,No,3,C
5635,7.77,70.6,2.66,8.1,Yes,6,C
5636,11.77,86.8,3.36,5.8,Yes,5,B
5637,3.12,80.0,2.09,5.4,No,1,F
5638,2.72,68.0,2.35,5.35,No,1,C
5639,8.75,79.7,2.94,8.27,Yes,4,B
5640,2.95,71.2,1.0,7.34,No,1,F
5641,11.09,100.0,3.9,8.88,Yes,5,A
5642,3.55,72.7,3.14,6.45,No,2,C
5643,3.44,56.6,2.45,6.85,No,1,F
5644,2.63,76.5,2.64,5.51,No,2,F
5645,2.81,60.6,2.06,6.48,Yes,1,F
5646,5.74,81.6,2.56,5.75,No,4,C
5647,6.43,75.4,2.47,6.74,No,2,B
5648,4.22,57.4,2.49,8.89,Yes,3,C
5649,9.21,81.6,2.66,5.79,Yes,5,B
5650,3.63,86.4,3.08,4.76,No,2,C
5651,6.82,53.5,2.78,7.26,Yes,1,C
5652,4.72,65.4,2.21,6.51,No,3,C
5653,1.93,57.1,2.54,,No,2,C
5654,11.04,71.1,2.83,5.08,Yes,6,B
5655,5.88,66.3,,7.65,Yes,3,B
5656,2.75,49.5,2.54,5.88,No,2,F
5657,13.02,92.3,3.54,9.35,Yes,5,A
5658,3.96,75.3,2.82,6.94,Yes,2,C
5659,3.07,70.0,1.38,4.42,No,1,F
5660,1.5,52.8,2.38,5.54,No,3,C
5661,9.66,83.4,3.29,7.36,Yes,5,B
5662,7.76,78.8,3.29,6.16,Yes,5,B
5663,7.24,84.1,3.17,8.7,Yes,4,B
5664,3.42,64.6,2.84,3.25,No,0,F
5665,11.98,87.7,4.0,8.16,Yes,6,A
5666,9.44,67.2,1.95,8.17,No,4,C
5667,5.76,61.2,2.3,5.06,No,3,C
5668,1.0,80.0,2.18,3.31,No,0,F
5669,9.34,65.9,2.51,7.89,No,2,C
5670,7.96,74.1,2.63,7.55,Yes,1,B
5671,3.84,91.3,1.43,5.75,No,3,C
5672,8.21,80.0,3.19,6.3,Yes,4,B
5673,5.97,95.0,2.46,8.31,No,4,C
5674,5.8,94.1,3.21,6.03,Yes,3,B
5675,8.63,51.4,1.9,4.75,No,3,C
5676,5.02,53.2,2.86,8.25,No,3,C
5677,1.5,59.4,2.68,5.05,Yes,2,C
5678,8.78,93.3,3.29,6.77,Yes,4,B
5679,9.31,61.5,1.38,4.23,No,3,C
5680,8.24,96.7,3.72,6.91,No,4,A
5681,6.14,74.1,3.32,7.0,Yes,3,C
5682,4.34,49.5,2.61,9.06,No,3,C
5683,4.19,70.9,2.5,7.86,Yes,3,B
5684,5.22,72.6,3.09,6.04,No,3,C
5685,8.19,89.8,3.34,8.89,Yes,5,B
5686,10.63,90.6,3.32,6.47,No,6,A
5687,4.59,69.5,2.95,6.02,Yes,2,C
5688,11.54,92.0,3.69,8.63,Yes,7,A
5689,6.16,87.4,2.71,10.0,Yes,3,B
5690,7.39,71.2,3.49,6.36,Yes,5,B
5691,2.64,64.7,3.06,8.48,No,2,C
5692,13.98,89.2,3.57,7.11,Yes,7,A
5693,4.28,67.8,1.54,5.12,No,2,F
5694,4.65,41.2,,4.82,No,1,F
5695,6.46,81.8,3.68,7.8,Yes,4,B
5696,5.5,62.8,3.36,6.15,No,2,C
5697,6.89,81.3,2.17,7.07,No,2,C
5698,14.21,89.6,4.0,7.38,No,8,A
5699,2.57,67.3,2.85,6.12,No,3,C
5700,9.6,79.2,2.82,7.2,Yes,5,B
5701,10.9,99.5,3.26,6.91,Yes,5,B
5702,10.61,74.3,3.08,6.15,Yes,5,B
5703,7.54,82.3,2.79,5.82,No,4,B
5704,10.29,69.7,,4.0,Yes,4,B
5705,10.42,94.9,3.92,5.69,Yes,6,A
5706,3.98,45.0,2.57,4.36,No,3,C
5707,6.17,51.3,2.77,9.5,No,2,C
5708,9.31,81.6,3.24,7.58,Yes,4,B
5709,9.1,86.6,3.12,7.74,Yes,4,A
5710,2.44,68.6,2.58,7.58,No,3,C
5711,10.32,85.5,3.41,7.94,Yes,5,A
5712,8.53,72.0,2.85,5.21,Yes,5,B
5713,5.88,78.9,2.1,5.13,No,2,C
5714,4.52,52.5,2.03,7.62,No,1,F
5715,6.8,74.7,2.76,6.24,Yes,3,B
5716,3.72,76.1,2.22,7.34,Yes,2,B
5717,3.56,79.7,3.08,4.79,No,2,C
5718,6.0,63.7,2.76,3.5,No,1,C
5719,6.84,78.5,1.63,8.22,No,2,C
5720,1.83,75.8,2.55,8.88,Yes,1,C
5721,6.16,75.8,2.79,8.27,No,2,B
5722,8.57,87.0,2.97,6.79,Yes,3,B
5723,5.38,80.0,1.68,4.91,No,1,F
5724,8.8,79.5,3.43,7.33,Yes,6,B
5725,2.55,52.9,2.65,5.68,No,2,F
5726,5.44,68.7,2.6,8.75,No,1,C
5727,7.44,66.9,2.12,8.13,No,3,C
5728,12.08,84.5,3.17,6.45,Yes,8,A
5729,2.18,69.5,2.48,7.78,Yes,4,C
5730,5.91,63.7,2.11,,Yes,3,C
5731,3.28,60.1,1.63,4.4,No,2,F
5732,9.06,64.8,3.06,5.14,Yes,5,B
5733,4.34,61.2,2.14,7.46,Yes,3,F
5734,7.33,65.8,2.12,4.15,Yes,4,C
5735,9.56,95.0,,,No,4,C
5736,12.67,90.4,3.89,5.54,No,6,A
5737,10.36,70.2,3.43,6.63,Yes,3,B
5738,8.54,95.2,3.71,8.05,Yes,5,A
5739,6.93,81.5,3.02,7.2,Yes,5,B
5740,8.69,83.5,3.85,6.73,Yes,5,B
5741,2.06,71.2,2.66,7.86,Yes,0,C
5742,1.21,70.0,1.9,3.87,No,1,F
5743,6.37,81.7,3.08,7.42,Yes,4,B
5744,4.75,45.5,1.89,6.26,No,2,F
5745,8.07,92.4,3.52,5.54,Yes,4,A
5746,2.68,56.5,1.78,6.61,No,1,F
5747,11.53,90.3,3.52,7.81,Yes,6,A
5748,6.5,89.4,2.85,8.22,Yes,2,B
5749,6.49,76.7,2.84,6.19,Yes,5,B
5750,5.98,73.6,2.57,7.11,No,2,C
5751,7.47,89.6,3.24,7.7,Yes,4,B
5752,5.18,64.5,2.32,7.65,No,2,C
5753,11.79,94.5,3.99,6.51,Yes,5,A
5754,11.47,92.4,3.42,8.88,Yes,6,A
5755,3.2,75.7,2.83,6.25,Yes,1,C
5756,8.42,97.3,3.29,7.57,Yes,5,A
5757,7.39,75.1,3.02,9.2,Yes,6,B
5758,9.25,65.7,2.68,8.06,No,3,C
5759,4.01,60.8,2.08,8.39,No,3,C
5760,7.67,97.0,3.66,8.16,Yes,6,A
5761,5.61,70.0,2.42,5.18,Yes,4,B
5762,9.42,85.8,2.88,4.5,No,6,C
5763,10.03,90.8,3.7,6.26,Yes,5,A
5764,5.78,93.5,1.95,6.51,Yes,3,C
5765,7.81,79.0,2.6,6.86,Yes,6,B
5766,12.82,81.7,2.53,6.56,No,5,B
5767,9.72,82.1,3.26,7.55,No,4,A
5768,3.57,83.2,2.64,7.57,Yes,4,B
5769,10.14,83.6,3.94,5.06,Yes,6,B
5770,13.98,99.3,3.42,8.4,Yes,6,A
5771,1.45,62.7,1.8,5.22,No,2,F
5772,10.01,65.3,3.15,9.34,Yes,6,B
5773,9.41,84.7,3.49,6.66,Yes,7,B
5774,13.42,91.4,3.08,6.5,Yes,7,A
5775,8.27,90.3,2.82,5.52,Yes,5,B
5776,2.38,44.7,1.55,7.06,No,1,F
5777,4.98,83.5,2.33,6.33,No,2,C
5778,4.29,75.1,2.44,5.01,Yes,2,C
5779,4.39,74.2,2.07,6.48,No,3,C
5780,5.32,70.7,2.05,6.22,No,2,C
5781,7.3,68.8,2.73,6.51,Yes,4,B
5782,11.91,83.5,3.32,7.16,Yes,8,B
5783,6.69,77.5,3.13,7.89,Yes,2,B
5784,3.11,78.2,2.19,6.1,No,2,C
5785,11.02,84.9,3.57,8.41,No,6,A
5786,2.53,60.4,3.33,7.33,No,1,C
5787,9.02,88.3,3.78,6.1,No,5,B
5788,10.47,78.4,3.02,8.0,Yes,5,B
5789,11.72,73.2,3.32,5.91,No,6,B
5790,7.69,75.0,2.94,4.87,No,3,B
5791,7.32,96.8,4.0,6.89,Yes,3,A
5792,6.7,68.4,1.91,6.17,No,3,C
5793,8.93,75.2,3.19,6.67,Yes,2,B
5794,3.31,53.8,1.39,4.79,Yes,0,F
5795,4.3,72.8,3.5,8.44,No,2,C
5796,6.15,68.4,2.19,6.92,Yes,4,C
5797,3.95,57.3,1.0,7.74,Yes,1,F
5798,12.85,80.7,3.61,5.97,Yes,4,B
5799,8.89,91.0,3.71,5.73,No,7,A
5800,6.09,81.4,3.18,5.45,Yes,3,B
5801,9.48,88.0,,6.64,Yes,4,B
5802,8.56,57.3,2.46,7.54,Yes,3,C
5803,5.78,80.4,,6.28,No,1,C
5804,9.4,76.3,3.26,6.62,Yes,4,B
5805,7.47,82.6,3.19,,Yes,5,B
5806,5.01,60.0,2.18,7.05,No,3,C
5807,9.66,95.5,3.37,5.03,No,4,B
5808,1.0,58.2,2.48,5.17,No,2,F
5809,6.0,68.6,2.88,9.5,No,3,C
5810,7.48,94.1,3.12,8.05,Yes,4,B
5811,8.69,88.2,2.98,5.73,Yes,3,B
5812,10.19,80.3,1.83,7.68,No,5,C
5813,7.08,73.3,3.5,4.56,No,4,C
5814,7.41,77.2,2.01,5.42,Yes,3,C
5815,8.67,90.3,3.54,6.72,Yes,6,B
5816,5.12,79.0,2.73,6.17,No,2,C
5817,9.41,94.2,3.92,6.62,Yes,3,A
5818,9.38,75.5,3.58,5.7,Yes,5,B
5819,3.14,54.8,2.0,4.4,Yes,2,F
5820,2.2,43.6,1.66,3.0,No,2,F
5821,5.56,70.9,2.58,3.72,Yes,3,C
5822,6.57,63.3,3.15,6.79,No,4,C
5823,4.25,76.6,2.37,6.87,Yes,4,C
5824,14.88,95.7,3.59,,Yes,6,A
5825,4.24,65.3,3.32,8.76,No,4,C
5826,10.9,81.3,2.5,5.33,No,5,B
5827,5.25,95.7,3.68,5.19,No,2,B
5828,8.6,65.8,2.95,6.54,Yes,7,B
5829,9.85,92.9,2.31,7.59,Yes,4,B
5830,5.85,95.4,3.95,5.43,Yes,2,A
5831,1.0,52.6,1.16,3.0,No,1,F
5832,8.96,95.1,3.79,6.29,Yes,6,A
5833,5.24,69.0,2.21,9.5,No,2,C
5834,10.57,85.7,3.52,6.77,No,5,A
5835,4.47,43.9,2.94,5.54,No,3,F
5836,5.15,81.8,2.43,5.79,Yes,4,C
5837,3.05,40.0,1.09,7.02,No,3,F
5838,7.06,72.7,2.62,3.73,No,3,C
5839,7.41,78.5,3.16,7.12,Yes,4,B
5840,9.77,95.9,3.59,7.36,Yes,5,A
5841,9.47,73.5,2.84,4.77,Yes,5,B
5842,7.65,85.4,2.44,6.52,No,4,C
5843,9.76,83.4,2.24,7.85,No,5,B
5844,7.98,84.5,3.71,5.5,Yes,5,B
5845,4.4,55.3,2.95,4.85,No,4,C
5846,8.57,68.8,2.99,6.45,Yes,7,B
5847,7.09,91.9,3.15,6.72,Yes,5,B
5848,8.14,65.7,1.55,5.07,No,5,C
5849,4.78,65.2,1.6,6.84,No,2,C
5850,9.52,88.7,2.09,7.31,Yes,5,B
5851,7.2,62.9,2.87,7.45,No,4,C
5852,9.6,100.0,2.52,6.54,Yes,5,B
5853,9.41,80.0,,7.66,No,5,C
5854,2.26,54.8,1.83,6.9,No,2,F
5855,9.51,77.0,3.51,6.26,Yes,3,B
5856,5.5,59.3,3.08,5.52,No,3,C
5857,11.6,90.6,3.69,7.1,Yes,6,A
5858,2.76,80.0,2.22,7.4,No,2,F
5859,4.93,72.1,2.2,8.54,No,2,C
5860,9.48,72.8,2.4,6.06,Yes,4,B
5861,5.57,78.9,3.28,,No,4,B
5862,6.44,85.4,2.84,7.42,Yes,5,B
5863,1.09,59.3,,8.17,No,0,F
5864,5.81,86.1,3.3,9.97,Yes,4,B
5865,8.9,80.1,2.41,5.75,No,4,B
5866,4.67,70.7,3.29,7.91,Yes,2,C
5867,6.1,58.2,2.82,6.16,No,3,C
5868,2.81,52.5,2.39,3.5,No,3,C
5869,1.25,65.3,1.56,5.43,No,1,F
5870,3.55,53.9,2.37,3.89,No,4,C
5871,12.15,82.0,3.5,7.99,Yes,6,A
5872,7.19,64.3,2.45,5.42,No,4,C
5873,1.71,75.4,,6.3,Yes,1,F
5874,6.24,84.5,3.47,5.39,Yes,3,B
5875,7.04,55.4,2.34,6.82,No,3,C
5876,5.54,58.4,2.72,8.49,No,3,C
5877,7.8,85.6,3.51,8.19,No,5,B
5878,1.74,61.1,1.27,5.94,No,2,F
5879,5.49,69.8,2.89,7.01,Yes,3,B
5880,11.95,67.9,2.69,4.02,No,6,C
5881,6.03,67.2,2.6,6.02,No,4,C
5882,6.87,72.1,1.93,7.7,No,3,C
5883,10.5,98.8,2.96,8.01,Yes,5,B
5884,5.11,77.5,3.03,7.67,No,3,C
5885,4.66,62.1,1.57,8.85,No,1,F
5886,7.92,75.8,3.68,6.85,Yes,5,B
5887,3.09,47.3,2.26,3.49,No,2,F
5888,8.89,100.0,3.56,8.11,Yes,5,A
5889,7.26,79.8,3.38,5.63,No,3,B
5890,8.01,87.0,3.82,5.83,Yes,5,A
5891,1.85,40.0,1.0,3.96,No,1,F
5892,9.65,81.8,2.64,8.47,No,6,B
5893,4.9,87.7,3.11,6.7,Yes,4,B
5894,5.44,85.2,3.1,8.92,Yes,2,B
5895,10.14,86.2,3.48,,Yes,5,A
5896,7.75,83.4,3.5,7.14,Yes,5,B
5897,3.18,70.9,2.45,7.18,No,2,C
5898,8.32,84.7,3.8,7.73,Yes,6,A
5899,9.32,75.1,2.8,7.47,Yes,6,B
5900,6.55,72.8,2.92,6.98,Yes,5,B
5901,3.4,58.2,1.54,4.9,Yes,3,C
5902,8.26,90.2,3.61,6.54,Yes,5,A
5903,10.5,88.5,3.29,9.09,Yes,5,A
5904,9.67,73.7,2.3,7.29,No,3,C
5905,6.38,68.5,2.36,5.15,No,3,C
5906,9.34,96.7,3.85,7.26,Yes,5,A
5907,4.07,68.5,2.93,6.97,No,3,C
5908,12.09,93.3,4.0,8.4,Yes,7,A
5909,8.45,88.7,2.96,7.04,Yes,4,B
5910,6.77,52.4,2.12,6.87,No,3,C
5911,7.54,79.9,3.0,,Yes,5,C
5912,3.74,45.5,2.03,7.39,No,1,F
5913,3.88,86.8,2.66,6.21,No,2,C
5914,7.45,55.1,2.46,9.5,No,3,C
5915,6.23,74.4,3.21,6.07,No,2,C
5916,4.23,67.7,2.12,9.5,Yes,1,C
5917,3.04,40.0,,5.19,No,2,F
5918,2.93,68.0,1.0,3.0,No,1,F
5919,7.58,71.1,3.47,8.78,Yes,4,B
5920,11.73,71.5,3.3,8.02,Yes,5,B
5921,6.92,74.5,2.59,5.47,Yes,3,C
5922,1.22,59.9,2.5,5.7,No,0,F
5923,2.72,52.5,2.8,5.29,No,1,C
5924,5.36,64.9,3.41,3.8,No,3,C
5925,7.98,77.8,3.22,7.08,Yes,4,B
5926,13.0,72.7,3.87,6.35,No,6,B
5927,4.35,72.5,3.6,5.56,Yes,4,B
5928,2.19,75.0,2.68,6.95,No,3,C
5929,10.48,75.5,3.33,6.26,Yes,5,B
5930,8.15,85.5,2.67,5.93,Yes,4,B
5931,13.51,89.0,3.27,7.7,Yes,6,A
5932,2.22,40.0,2.22,,Yes,1,F
5933,12.29,89.5,3.21,8.73,Yes,7,A
5934,5.95,73.2,2.15,3.85,No,5,C
5935,12.86,86.7,3.01,8.14,Yes,7,B
5936,9.22,66.0,,6.45,No,4,C
5937,7.19,62.6,3.16,7.04,No,2,B
5938,10.86,92.0,3.85,7.75,Yes,6,A
5939,12.55,85.8,3.17,8.91,Yes,5,B
5940,8.92,74.2,3.15,5.65,Yes,3,B
5941,5.67,69.4,2.61,6.92,No,4,C
5942,5.09,53.2,2.2,6.02,No,2,C
5943,3.83,70.3,2.82,7.73,No,2,C
5944,11.71,95.9,3.71,7.62,Yes,4,A
5945,7.78,78.6,2.64,6.94,No,2,C
5946,7.97,74.4,3.07,7.59,Yes,4,B
5947,4.19,64.1,2.12,7.44,No,3,F
5948,7.22,87.7,3.81,6.58,Yes,5,A
5949,8.6,89.4,3.23,6.32,Yes,6,B
5950,3.43,40.0,1.0,4.95,No,2,F
5951,15.0,84.7,3.14,5.94,Yes,6,A
5952,8.66,78.9,2.52,6.36,No,4,B
5953,5.07,71.7,1.84,4.3,No,3,C
5954,8.49,83.2,3.19,5.97,No,4,B
5955,7.28,80.8,3.18,5.42,Yes,3,B
5956,7.18,90.4,2.87,5.81,Yes,4,B
5957,9.69,79.4,2.71,5.4,Yes,6,B
5958,6.67,86.8,2.73,4.38,No,3,C
5959,6.99,73.9,1.69,9.12,No,3,C
5960,6.01,75.5,2.03,6.91,Yes,1,C
5961,9.69,84.7,3.48,7.09,Yes,3,A
5962,10.13,72.7,2.87,6.63,Yes,7,B
5963,8.61,84.9,3.48,5.85,Yes,4,B
5964,1.0,40.0,1.78,6.4,No,2,F
5965,8.55,62.2,2.81,,Yes,6,B
5966,1.36,62.1,2.04,4.36,Yes,0,F
5967,10.63,75.1,2.93,7.66,Yes,3,B
5968,8.28,63.0,1.99,,No,4,C
5969,8.39,90.5,3.61,6.89,Yes,8,A
5970,11.67,93.7,3.41,9.08,Yes,5,A
5971,4.19,57.4,2.13,7.11,No,2,C
5972,8.7,58.0,2.22,5.79,No,4,C
5973,6.64,86.4,2.21,6.64,Yes,5,B
5974,9.95,89.5,3.6,,Yes,5,A
5975,4.13,75.6,1.11,6.11,No,0,F
5976,5.74,71.4,2.38,8.36,No,2,C
5977,11.59,85.6,2.63,7.03,Yes,6,B
5978,11.69,91.3,2.95,8.39,Yes,4,B
5979,8.71,89.4,3.28,6.44,Yes,5,B
5980,10.18,91.4,3.66,8.18,Yes,5,A
5981,5.96,61.8,2.89,4.93,No,2,C
5982,7.83,71.3,3.43,9.21,Yes,4,B
5983,7.61,85.5,2.52,7.46,Yes,3,B
5984,6.89,80.7,3.23,6.98,Yes,4,B
5985,2.2,70.3,2.13,7.67,No,1,C
5986,9.22,79.5,2.93,7.89,Yes,5,B
5987,9.94,89.4,3.44,,Yes,5,A
5988,3.87,47.6,1.72,4.97,No,1,F
5989,3.97,68.5,2.91,6.82,No,1,C
5990,5.19,82.5,3.25,8.63,Yes,5,B
5991,13.21,100.0,3.13,6.75,Yes,8,A
5992,9.77,83.9,3.16,6.34,Yes,4,B
5993,7.53,82.5,2.44,5.88,No,2,C
5994,10.31,93.5,3.51,6.61,Yes,7,A
5995,4.38,67.6,2.92,7.07,No,2,C
5996,1.0,42.5,1.56,5.4,Yes,0,F
5997,9.98,87.8,3.59,,Yes,6,B
5998,3.06,75.2,2.81,,No,2,C
5999,13.45,90.1,3.32,7.11,Yes,7,A
6000,7.01,82.4,3.97,6.28,Yes,5,B
6001,2.52,54.3,2.46,,No,1,F
6002,6.89,81.5,3.19,8.6,Yes,3,B
6003,7.19,68.6,3.45,7.05,Yes,3,B
6004,4.14,80.0,2.03,8.23,No,1,F
6005,5.73,86.7,3.43,4.76,No,4,B
6006,4.7,79.4,2.32,4.04,No,1,C
6007,8.66,86.1,2.57,5.17,Yes,4,B
6008,4.04,50.7,1.0,5.19,No,2,F
6009,6.78,67.3,2.95,7.19,Yes,3,B
6010,4.15,53.9,1.61,6.15,Yes,1,F
6011,7.28,67.2,2.51,6.32,No,5,C
6012,6.7,87.6,2.7,8.17,No,4,C
6013,7.02,71.5,2.23,6.32,Yes,3,C
6014,8.66,92.3,3.96,8.76,Yes,6,A
6015,6.74,65.3,2.84,8.68,Yes,2,B
6016,1.0,58.9,1.4,4.86,No,0,F
6017,9.37,79.6,3.55,5.64,Yes,5,B
6018,12.59,80.9,2.82,6.68,Yes,6,B
6019,6.24,68.7,2.81,7.85,No,4,C
6020,8.42,87.3,3.78,8.13,Yes,4,A
6021,7.73,72.2,2.79,6.92,Yes,4,B
6022,5.18,42.2,2.12,,No,2,F
6023,5.91,71.6,3.09,6.05,No,3,C
6024,8.21,70.1,2.16,6.2,No,4,C
6025,3.32,40.0,1.0,5.31,Yes,1,F
6026,10.97,73.6,2.86,7.19,Yes,5,B
6027,9.95,61.5,2.51,9.45,No,3,C
6028,3.62,60.0,2.54,5.57,Yes,4,C
6029,9.46,88.1,2.98,7.76,Yes,5,B
6030,10.04,81.8,3.48,5.9,No,4,B
6031,1.5,80.0,1.64,6.4,No,2,C
6032,9.56,82.8,3.44,6.76,No,5,A
6033,11.28,82.7,3.76,7.33,Yes,7,A
6034,10.28,87.2,3.69,8.4,Yes,6,A
6035,8.14,64.9,2.33,4.65,No,5,C
6036,8.13,92.1,2.11,8.18,Yes,4,B
6037,7.52,62.3,2.49,8.53,Yes,4,C
6038,2.65,68.8,1.77,4.26,No,2,F
6039,8.02,77.5,2.37,8.77,Yes,6,B
6040,1.75,41.1,2.68,6.2,No,0,F
6041,6.48,52.9,2.25,4.9,No,4,C
6042,8.04,84.9,3.48,5.46,Yes,6,B
6043,5.45,60.4,2.64,8.18,No,3,C
6044,9.23,82.6,3.12,6.96,Yes,4,B
6045,7.53,83.4,3.31,6.0,Yes,4,B
6046,10.76,79.3,2.91,7.13,Yes,5,B
6047,12.13,75.8,3.56,5.64,Yes,5,B
6048,5.23,69.8,2.72,6.95,No,4,C
6049,2.02,40.9,,4.3,No,2,F
6050,12.57,85.7,4.0,8.79,Yes,4,B
6051,5.72,70.0,2.27,7.24,No,1,C
6052,10.34,79.2,2.69,4.64,No,5,B
6053,6.53,66.4,2.02,3.65,No,3,C
6054,8.0,86.5,3.12,,Yes,5,B
6055,11.86,93.9,3.14,8.0,Yes,8,A
6056,3.3,79.6,2.38,5.11,No,3,C
6057,6.32,65.8,2.25,7.05,No,4,C
6058,7.29,82.5,3.69,5.59,Yes,4,B
6059,1.0,61.2,1.81,,No,1,F
6060,4.85,86.6,3.44,6.41,Yes,4,B
6061,6.02,66.9,2.5,7.28,No,3,C
6062,10.63,88.2,3.21,8.83,Yes,8,A
6063,1.75,40.4,1.23,4.32,No,1,F
6064,4.7,76.3,2.04,6.75,No,4,C
6065,6.48,61.3,3.3,6.69,No,4,C
6066,10.32,83.6,3.76,4.5,No,4,B
6067,9.52,68.2,2.57,6.56,Yes,3,B
6068,4.0,71.7,2.67,8.25,No,2,C
6069,7.24,92.9,,9.62,Yes,4,A
6070,8.8,78.9,4.0,7.62,Yes,4,B
6071,2.98,52.6,1.09,7.39,No,3,F
6072,4.2,56.7,2.64,7.51,No,3,C
6073,5.58,64.5,2.97,8.32,No,4,C
6074,6.28,88.4,2.95,6.62,Yes,3,B
6075,9.13,70.9,3.48,7.54,Yes,4,B
6076,2.49,79.8,,7.47,No,2,C
6077,2.59,59.8,2.19,5.36,No,1,F
6078,9.79,85.6,2.99,8.07,Yes,4,B
6079,6.32,78.8,2.62,9.08,No,3,C
6080,9.5,70.4,2.54,8.25,No,5,C
6081,10.67,82.1,2.68,8.15,Yes,4,B
6082,2.0,68.5,2.82,7.84,No,2,C
6083,4.92,71.1,2.48,8.11,No,3,C
6084,9.92,82.4,3.49,6.06,Yes,5,B
6085,2.83,48.9,1.91,6.62,No,1,F
6086,4.96,77.6,2.49,6.95,No,3,C
6087,12.99,76.4,3.76,6.17,Yes,7,B
6088,13.24,83.0,2.81,6.85,Yes,7,B
6089,5.51,94.8,3.18,5.84,Yes,4,B
6090,6.2,69.9,4.0,7.41,No,4,B
6091,5.67,53.7,2.24,6.98,No,2,F
6092,8.4,75.6,3.01,6.43,Yes,5,B
6093,11.93,95.6,3.28,7.27,No,5,A
6094,3.2,47.0,1.6,6.86,No,1,F
6095,5.17,82.1,2.83,4.52,Yes,3,C
6096,2.49,41.4,2.36,5.51,No,2,F
6097,8.72,65.5,3.41,9.83,No,2,B
6098,3.69,72.2,1.96,6.51,No,1,F
6099,2.72,40.0,1.23,5.27,Yes,2,F
6100,7.07,68.8,2.82,6.1,No,4,B
6101,11.84,91.1,3.89,8.76,Yes,6,A
6102,2.8,51.2,1.31,3.54,No,2,F
6103,8.03,55.7,2.67,6.7,No,4,C
6104,6.99,61.8,2.16,7.29,No,5,C
6105,9.95,87.3,2.56,7.74,Yes,5,B
6106,5.71,76.2,2.28,6.18,No,3,C
6107,6.67,70.7,2.04,6.12,Yes,4,C
6108,2.42,56.4,1.77,5.06,No,1,F
6109,14.59,97.1,3.43,8.1,No,8,A
6110,8.21,72.2,3.2,5.69,Yes,4,B
6111,8.03,64.3,2.4,6.44,No,4,C
6112,11.25,90.8,3.04,8.87,No,8,A
6113,6.34,65.2,3.13,9.44,Yes,3,C
6114,7.51,53.3,3.03,4.34,Yes,4,C
6115,3.97,84.1,2.91,6.48,Yes,4,B
6116,6.33,99.5,3.31,5.49,Yes,4,B
6117,2.51,66.7,2.78,4.71,No,5,C
6118,10.29,90.6,2.47,8.98,Yes,5,B
6119,6.79,74.8,3.11,6.81,Yes,3,B
6120,6.76,62.6,3.15,6.75,Yes,2,B
6121,6.39,55.5,2.79,6.14,No,4,C
6122,10.49,92.3,3.38,7.91,Yes,5,A
6123,10.19,84.1,3.22,5.89,Yes,3,B
6124,4.68,73.9,2.33,7.58,No,3,C
6125,7.2,77.0,3.49,4.83,Yes,2,C
6126,8.73,76.7,2.61,7.31,No,4,C
6127,8.75,78.2,2.35,5.67,Yes,4,B
6128,6.26,81.9,2.96,4.65,Yes,3,C
6129,5.02,63.6,2.93,6.6,No,3,C
6130,5.91,79.2,2.52,7.44,No,3,C
6131,1.74,80.3,3.45,8.24,No,3,C
6132,3.51,88.1,2.66,7.41,No,2,C
6133,13.9,90.0,3.63,7.04,Yes,7,A
6134,8.75,72.6,3.48,8.99,Yes,5,B
6135,4.25,67.9,2.24,6.73,No,3,C
6136,8.26,82.0,2.88,5.43,Yes,6,B
